id,file,segment_id,time,latitude,longitude,elevation_m,speed_kmh,distance_m,is_stop,is_drift,employee
25,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T02:30:00+00:00,31.5900000,121.0180000,16.0,29.44,2453.30,0,0,李四
26,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T02:35:00+00:00,31.6050000,120.9990000,16.5,29.44,2453.09,0,0,李四
27,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T02:40:00+00:00,31.6200000,120.9800000,17.0,29.43,2452.88,0,0,李四
28,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T02:45:00+00:00,31.6350000,120.9610000,17.5,29.43,2452.67,0,0,李四
29,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T02:50:00+00:00,31.6500000,120.9420000,18.0,29.43,2452.46,0,0,李四
30,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T02:55:00+00:00,31.6650000,120.9230000,18.5,29.43,2452.25,0,0,李四
31,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T03:00:00+00:00,31.6800000,120.9040000,19.0,29.42,2452.04,0,0,李四
32,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T03:05:00+00:00,31.6950000,120.8850000,19.5,29.42,2451.83,0,0,李四
33,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T03:10:00+00:00,31.7100000,120.8660000,20.0,29.42,2451.62,0,0,李四
34,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T03:15:00+00:00,31.7250000,120.8470000,20.5,29.42,2451.41,0,0,李四
35,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T03:20:00+00:00,31.7400000,120.8280000,21.0,29.41,2451.20,0,0,李四
36,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T03:25:00+00:00,31.7550000,120.8090000,21.5,29.41,2450.99,0,0,李四
37,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T03:30:00+00:00,31.7700000,120.7900000,22.0,29.41,2450.78,0,0,李四
38,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T03:35:00+00:00,31.7850000,120.7710000,22.5,29.41,2450.57,0,0,李四
39,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T03:40:00+00:00,31.8000000,120.7520000,23.0,29.40,2450.35,0,0,李四
40,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T03:45:00+00:00,31.8150000,120.7330000,23.5,29.40,2450.14,0,0,李四
41,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T03:50:00+00:00,31.8300000,120.7140000,24.0,29.40,2449.93,0,0,李四
42,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T03:55:00+00:00,31.8450000,120.6950000,24.5,29.40,2449.72,0,0,李四
43,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T04:00:00+00:00,31.8600000,120.6760000,25.0,29.39,2449.51,0,0,李四
44,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T04:05:00+00:00,31.8750000,120.6570000,25.5,29.39,2449.30,0,0,李四
45,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T04:10:00+00:00,31.8900000,120.6380000,26.0,29.39,2449.09,0,0,李四
46,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T04:15:00+00:00,31.9050000,120.6190000,26.5,29.39,2448.88,0,0,李四
47,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T04:20:00+00:00,31.9200000,120.6000000,27.0,29.38,2448.67,0,0,李四
48,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T04:25:00+00:00,31.9350000,120.5810000,27.5,29.38,2448.46,0,0,李四
49,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T04:30:00+00:00,31.9500000,120.5620000,28.0,29.38,2448.24,0,0,李四
50,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T04:35:00+00:00,31.9650000,120.5430000,28.5,29.38,2448.03,0,0,李四
51,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T04:40:00+00:00,31.9800000,120.5240000,29.0,29.37,2447.82,0,0,李四
52,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T04:45:00+00:00,31.9950000,120.5050000,29.5,29.37,2447.61,0,0,李四
53,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T04:50:00+00:00,32.0100000,120.4860000,30.0,29.37,2447.40,0,0,李四
54,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T04:55:00+00:00,32.0250000,120.4670000,30.5,29.37,2447.19,0,0,李四
55,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T05:00:00+00:00,32.0400000,120.4480000,31.0,29.36,2446.97,0,0,李四
56,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T05:05:00+00:00,32.0550000,120.4290000,31.5,29.36,2446.76,0,0,李四
57,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T05:10:00+00:00,32.0700000,120.4100000,32.0,29.36,2446.55,0,0,李四
58,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T05:15:00+00:00,32.0850000,120.3910000,32.5,29.36,2446.34,0,0,李四
59,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T05:20:00+00:00,32.1000000,120.3720000,33.0,29.35,2446.13,0,0,李四
60,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T05:25:00+00:00,32.1150000,120.3530000,33.5,29.35,2445.91,0,0,李四
61,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T05:30:00+00:00,32.1300000,120.3340000,34.0,29.35,2445.70,0,0,李四
62,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T05:35:00+00:00,32.1450000,120.3150000,34.5,29.35,2445.49,0,0,李四
63,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T05:40:00+00:00,32.1600000,120.2960000,35.0,29.34,2445.28,0,0,李四
64,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T05:45:00+00:00,32.1750000,120.2770000,35.5,29.34,2445.06,0,0,李四
65,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T05:50:00+00:00,32.1900000,120.2580000,36.0,29.34,2444.85,0,0,李四
66,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T05:55:00+00:00,32.2050000,120.2390000,36.5,29.34,2444.64,0,0,李四
67,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T06:00:00+00:00,32.2200000,120.2200000,37.0,29.33,2444.43,0,0,李四
68,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T06:05:00+00:00,32.2350000,120.2010000,37.5,29.33,2444.21,0,0,李四
69,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T06:10:00+00:00,32.2500000,120.1820000,38.0,29.33,2444.00,0,0,李四
70,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T06:15:00+00:00,32.2650000,120.1630000,38.5,29.33,2443.79,0,0,李四
71,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T06:20:00+00:00,32.2800000,120.1440000,39.0,29.32,2443.57,0,0,李四
72,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T06:25:00+00:00,32.2950000,120.1250000,39.5,29.32,2443.36,0,0,李四
73,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T06:30:00+00:00,32.3100000,120.1060000,40.0,29.32,2443.15,0,0,李四
74,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T06:35:00+00:00,32.3250000,120.0870000,40.5,29.32,2442.93,0,0,李四
75,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T06:40:00+00:00,32.3400000,120.0680000,41.0,29.31,2442.72,0,0,李四
76,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T06:45:00+00:00,32.3550000,120.0490000,41.5,29.31,2442.51,0,0,李四
77,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T06:50:00+00:00,32.3700000,120.0300000,42.0,29.31,2442.29,0,0,李四
78,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T06:55:00+00:00,32.3850000,120.0110000,42.5,29.30,2442.08,0,0,李四
79,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T07:00:00+00:00,32.4000000,119.9920000,43.0,29.30,2441.87,0,0,李四
80,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T07:05:00+00:00,32.4150000,119.9730000,43.5,29.30,2441.65,0,0,李四
81,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T07:10:00+00:00,32.4300000,119.9540000,44.0,29.30,2441.44,0,0,李四
82,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T07:15:00+00:00,32.4450000,119.9350000,44.5,29.29,2441.23,0,0,李四
83,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T07:20:00+00:00,32.4600000,119.9160000,45.0,29.29,2441.01,0,0,李四
84,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T07:25:00+00:00,32.4750000,119.8970000,45.5,29.29,2440.80,0,0,李四
85,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T07:30:00+00:00,32.4900000,119.8780000,46.0,29.29,2440.58,0,0,李四
86,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T07:35:00+00:00,32.5050000,119.8590000,46.5,29.28,2440.37,0,0,李四
87,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T07:40:00+00:00,32.5200000,119.8400000,47.0,29.28,2440.16,0,0,李四
88,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T07:45:00+00:00,32.5350000,119.8210000,47.5,29.28,2439.94,0,0,李四
89,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T07:50:00+00:00,32.5500000,119.8020000,48.0,29.28,2439.73,0,0,李四
90,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T07:55:00+00:00,32.5650000,119.7830000,48.5,29.27,2439.51,0,0,李四
91,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T08:00:00+00:00,32.5800000,119.7640000,49.0,29.27,2439.30,0,0,李四
92,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T08:05:00+00:00,32.5950000,119.7450000,49.5,29.27,2439.08,0,0,李四
93,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T08:10:00+00:00,32.6100000,119.7260000,50.0,29.27,2438.87,0,0,李四
94,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T08:15:00+00:00,32.6250000,119.7070000,50.5,29.26,2438.65,0,0,李四
95,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T08:20:00+00:00,32.6400000,119.6880000,51.0,29.26,2438.44,0,0,李四
96,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T08:25:00+00:00,32.6550000,119.6690000,51.5,29.26,2438.22,0,0,李四
97,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T08:30:00+00:00,32.6700000,119.6500000,52.0,29.26,2438.01,0,0,李四
98,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T08:35:00+00:00,32.6850000,119.6310000,52.5,29.25,2437.80,0,0,李四
99,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T08:40:00+00:00,32.7000000,119.6120000,53.0,29.25,2437.58,0,0,李四
100,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T08:45:00+00:00,32.7150000,119.5930000,53.5,29.25,2437.36,0,0,李四
101,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T08:50:00+00:00,32.7300000,119.5740000,54.0,29.25,2437.15,0,0,李四
102,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T08:55:00+00:00,32.7450000,119.5550000,54.5,29.24,2436.93,0,0,李四
103,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T09:00:00+00:00,32.7600000,119.5360000,55.0,29.24,2436.72,0,0,李四
104,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T09:05:00+00:00,32.7750000,119.5170000,55.5,29.24,2436.50,0,0,李四
105,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T09:10:00+00:00,32.7900000,119.4980000,56.0,29.24,2436.29,0,0,李四
106,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T09:15:00+00:00,32.8050000,119.4790000,56.5,29.23,2436.07,0,0,李四
107,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T09:20:00+00:00,32.8200000,119.4600000,57.0,29.23,2435.86,0,0,李四
108,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T09:25:00+00:00,32.8350000,119.4410000,57.5,29.23,2435.64,0,0,李四
109,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T09:30:00+00:00,32.8500000,119.4220000,58.0,29.23,2435.43,0,0,李四
110,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T09:35:00+00:00,32.8650000,119.4030000,58.5,29.22,2435.21,0,0,李四
111,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T09:40:00+00:00,32.8800000,119.3840000,59.0,29.22,2434.99,0,0,李四
112,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T09:45:00+00:00,32.8950000,119.3650000,59.5,29.22,2434.78,0,0,李四
113,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T09:50:00+00:00,32.9100000,119.3460000,60.0,29.21,2434.56,0,0,李四
114,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T09:55:00+00:00,32.9250000,119.3270000,60.5,29.21,2434.35,0,0,李四
115,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T10:00:00+00:00,32.9400000,119.3080000,61.0,29.21,2434.13,0,0,李四
116,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T10:05:00+00:00,32.9550000,119.2890000,61.5,29.21,2433.91,0,0,李四
117,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T10:10:00+00:00,32.9700000,119.2700000,62.0,29.20,2433.70,0,0,李四
118,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T10:15:00+00:00,32.9850000,119.2510000,62.5,29.20,2433.48,0,0,李四
119,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T10:20:00+00:00,33.0000000,119.2320000,63.0,29.20,2433.26,0,0,李四
120,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T10:25:00+00:00,33.0150000,119.2130000,63.5,29.20,2433.05,0,0,李四
121,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T10:30:00+00:00,33.0300000,119.1940000,64.0,29.19,2432.83,0,0,李四
122,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T10:35:00+00:00,33.0450000,119.1750000,64.5,29.19,2432.61,0,0,李四
123,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T10:40:00+00:00,33.0600000,119.1560000,65.0,29.19,2432.40,0,0,李四
124,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T10:45:00+00:00,33.0750000,119.1370000,65.5,29.19,2432.18,0,0,李四
125,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T10:50:00+00:00,33.0900000,119.1180000,66.0,29.18,2431.96,0,0,李四
126,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T10:55:00+00:00,33.1050000,119.0990000,66.5,29.18,2431.75,0,0,李四
127,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T11:00:00+00:00,33.1200000,119.0800000,67.0,29.18,2431.53,0,0,李四
128,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T11:05:00+00:00,33.1350000,119.0610000,67.5,29.18,2431.31,0,0,李四
129,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T11:10:00+00:00,33.1500000,119.0420000,68.0,29.17,2431.10,0,0,李四
130,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T11:15:00+00:00,33.1650000,119.0230000,68.5,29.17,2430.88,0,0,李四
131,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T11:20:00+00:00,33.1800000,119.0040000,69.0,29.17,2430.66,0,0,李四
132,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T11:25:00+00:00,33.1950000,118.9850000,69.5,29.17,2430.44,0,0,李四
133,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T11:30:00+00:00,33.2100000,118.9660000,70.0,29.16,2430.23,0,0,李四
134,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T11:35:00+00:00,33.2250000,118.9470000,70.5,29.16,2430.01,0,0,李四
135,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T11:40:00+00:00,33.2400000,118.9280000,71.0,29.16,2429.79,0,0,李四
136,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T11:45:00+00:00,33.2550000,118.9090000,71.5,29.15,2429.57,0,0,李四
137,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T11:50:00+00:00,33.2700000,118.8900000,72.0,29.15,2429.36,0,0,李四
138,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T11:55:00+00:00,33.2850000,118.8710000,72.5,29.15,2429.14,0,0,李四
139,lisi_shanghai_suzhou_20260618.gpx,0,2026-06-18T12:00:00+00:00,33.3000000,118.8520000,73.0,29.15,2428.92,0,0,李四
